company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_name,investor_region,funding_round_type,metric
Hurricane Party,,,,,,,,,Hurricane Party        
Keepstream,,,,,,,,,Keepstream        
RippleFunction,,,,,,,,,RippleFunction        
PrismTech,,,,,,,,,PrismTech        
HowStuffWorks,,,,,,,,,HowStuffWorks        
Assured Labor,,,,,,,,,Assured Labor        
The Sea App,,,,,,,,,The Sea App        
Norse,,,,,,,,,Norse        
Gremln,,,,,,,,,Gremln        
Hatchbuck,,,,,,,,,Hatchbuck        
Click With Me Now,,,,,,,,,Click With Me Now        
BusyEvent,,,,,,,,,BusyEvent        
IDC Projects,,,,,,,,,IDC Projects        
Tunespeak,,,,,,,,,Tunespeak        
Juristat,,,,,,,,,Juristat        
RoverTown,,,,,,,,,RoverTown        
Dead Inventory Management System,,,,,,,,,Dead Inventory Management System        
HarQen,,,,,,,,,HarQen        
OrderMotion,,,,,,,,,OrderMotion        
Gamma Medica-Ideas,,,,,,,,,Gamma Medica-Ideas        
IntervalZero,,,,,,,,,IntervalZero        
Trax Technologies,,,,,,,,,Trax Technologies        
Overture Technologies,,,,,,,,,Overture Technologies        
Spectrum K12 School Solutions,,,,,,,,,Spectrum K12 School Solutions        
Acacia Communications,,,,,,,,,Acacia Communications        
MyEnergy,,,,,,,,,MyEnergy        
Hosting.com,,,,,,,,,Hosting.com        
CableOrganizer.com,,,,,,,,,CableOrganizer.com        
On2 Technologies,,,,,,,,,On2 Technologies        
QD Vision,,,,,,,,,QD Vision        
Sunpreme,,,,,,,,,Sunpreme        
Identified,,,,,,,,,Identified        
Planet Labs,,,,,,,,,Planet Labs        
Yammer,,,,,,,,,Yammer        
HERO Network,,,,,,,,,HERO Network        
Henley-Putnam University,,,,,,,,,Henley-Putnam University        
Caro Nut,,,,,,,,,Caro Nut        
Zoove,,,,,,,,,Zoove        
LifeIMAGE,,,,,,,,,LifeIMAGE        
Teladoc,,,,,,,,,Teladoc        
Fluidnet,,,,,,,,,Fluidnet        
Medley Health,,,,,,,,,Medley Health        
QPID Health,,,,,,,,,QPID Health        
Vitals (vitals.com),,,,,,,,,Vitals (vitals.com)        
Jangl,,,,,,,,,Jangl        
Sonopia,,,,,,,,,Sonopia        
deCarta,,,,,,,,,deCarta        
PlayPhone,,,,,,,,,PlayPhone        
Tempo Payments,,,,,,,,,Tempo Payments        
Nimblefish Technologies,,,,,,,,,Nimblefish Technologies        
Razz,,,,,,,,,Razz        
Cradle Technologies,,,,,,,,,Cradle Technologies        
Vaxart,,,,,,,,,Vaxart        
CoLucid Pharmaceuticals,,,,,,,,,CoLucid Pharmaceuticals        
MarkMonitor,,,,,,,,,MarkMonitor        
Teranode,,,,,,,,,Teranode        
Informance International,,,,,,,,,Informance International        
iCentera,,,,,,,,,iCentera        
COMS Interactive,,,,,,,,,COMS Interactive        
Panasas,,,,,,,,,Panasas        
Supercircuits,,,,,,,,,Supercircuits        
Elitecore Technologies,,,,,,,,,Elitecore Technologies        
Archive Systems,,,,,,,,,Archive Systems        
Zafu,,,,,,,,,Zafu        
Exaprotect,,,,,,,,,Exaprotect        
LVL7 Systems,,,,,,,,,LVL7 Systems        
ELENZA,,,,,,,,,ELENZA        
Authentix,,,,,,,,,Authentix        
Vubiquity,,,,,,,,,Vubiquity        
Kontera,,,,,,,,,Kontera        
eXelate,,,,,,,,,eXelate        
Payoneer,,,,,,,,,Payoneer        
PicApp,,,,,,,,,PicApp        
Imagine Communications,,,,,,,,,Imagine Communications        
SundaySky,,,,,,,,,SundaySky        
Red Bend Software,,,,,,,,,Red Bend Software        
Wanova,,,,,,,,,Wanova        
Perfecto Mobile,,,,,,,,,Perfecto Mobile        
Proficiency,,,,,,,,,Proficiency        
C2 Microsystems,,,,,,,,,C2 Microsystems        
Octavian,,,,,,,,,Octavian        
Mobicious,,,,,,,,,Mobicious        
Verix,,,,,,,,,Verix        
Impress Software Solutions,,,,,,,,,Impress Software Solutions        
Group Commerce,,,,,,,,,Group Commerce        
Outbrain,,,,,,,,,Outbrain        
Personetics Technologies,,,,,,,,,Personetics Technologies        
Amadesa,,,,,,,,,Amadesa        
Tapingo,,,,,,,,,Tapingo        
Samanage,,,,,,,,,Samanage        
"SnapOne, Inc.",,,,,,,,,"SnapOne, Inc.        "
Desti,,,,,,,,,Desti        
HipLogiq,,,,,,,,,HipLogiq        
Axiom,,,,,,,,,Axiom        
Pipefish,,,,,,,,,Pipefish        
Schrodinger,,,,,,,,,Schrodinger        
PermissionTV,,,,,,,,,PermissionTV        
Eightfold Logic,,,,,,,,,Eightfold Logic        
PGP TrustCenter,,,,,,,,,PGP TrustCenter        
ByAllAccounts,,,,,,,,,ByAllAccounts        
Funambol,,,,,,,,,Funambol        
InboundWriter,,,,,,,,,InboundWriter        
Path 1 Network Technologies,,,,,,,,,Path 1 Network Technologies        
Sera Prognostics,,,,,,,,,Sera Prognostics        
Allegro Diagnostics,,,,,,,,,Allegro Diagnostics        
InSite Wireless,,,,,,,,,InSite Wireless        
Videology,,,,,,,,,Videology        
iKoa,,,,,,,,,iKoa        
Lantos Technologies,,,,,,,,,Lantos Technologies        
Respirics,,,,,,,,,Respirics        
SignalDemand,,,,,,,,,SignalDemand        
Bocada,,,,,,,,,Bocada        
eSilicon,,,,,,,,,eSilicon        
Siterra,,,,,,,,,Siterra        
Carezone.com,,,,,,,,,Carezone.com        
ZAP,,,,,,,,,ZAP        
PluroGen Therapeutics,,,,,,,,,PluroGen Therapeutics        
ClearChoice Holdings,,,,,,,,,ClearChoice Holdings        
NJOY,,,,,,,,,NJOY        
CorePower Yoga,,,,,,,,,CorePower Yoga        
Fliqz,,,,,,,,,Fliqz        
etouches,,,,,,,,,etouches        
Precision Health Media,,,,,,,,,Precision Health Media        
"VinAsset, LLC",,,,,,,,,"VinAsset, LLC        "
Solavei,,,,,,,,,Solavei        
Corthera,,,,,,,,,Corthera        
Regado Biosciences,,,,,,,,,Regado Biosciences        
Anthera Pharmaceuticals,,,,,,,,,Anthera Pharmaceuticals        
Instinctiv,,,,,,,,,Instinctiv        
Rheonix,,,,,,,,,Rheonix        
GiveGab,,,,,,,,,GiveGab        
Net Element International,,,,,,,,,Net Element International        
Crocus Technology,,,,,,,,,Crocus Technology        
Neocase Software,,,,,,,,,Neocase Software        
VirtualSharp Software,,,,,,,,,VirtualSharp Software        
Onaro,,,,,,,,,Onaro        
WebCollage,,,,,,,,,WebCollage        
PeerApp,,,,,,,,,PeerApp        
WiNetworks,,,,,,,,,WiNetworks        
Onset Technology,,,,,,,,,Onset Technology        
Profitect,,,,,,,,,Profitect        
Iamba Networks,,,,,,,,,Iamba Networks        
Wochit,,,,,,,,,Wochit        
Datorama,,,,,,,,,Datorama        
Inventure Chemicals,,,,,,,,,Inventure Chemicals        
TreeRing,,,,,,,,,TreeRing        
Indigo Identityware,,,,,,,,,Indigo Identityware        
StyleSeek,,,,,,,,,StyleSeek        
Plures Technologies,,,,,,,,,Plures Technologies        
Foneshow,,,,,,,,,Foneshow        
ISIS,,,,,,,,,ISIS        
Stillwater Scientific Instruments,,,,,,,,,Stillwater Scientific Instruments        
Ektron,,,,,,,,,Ektron        
ExteNet Systems,,,,,,,,,ExteNet Systems        
OhMyGov Inc.,,,,,,,,,OhMyGov Inc.        
GlobeRanger,,,,,,,,,GlobeRanger        
AppTrigger,,,,,,,,,AppTrigger        
Interactive TKO,,,,,,,,,Interactive TKO        
Quickshift,,,,,,,,,Quickshift        
Ample Communications,,,,,,,,,Ample Communications        
T-RAM Semiconductor,,,,,,,,,T-RAM Semiconductor        
Integral Wave Technologies,,,,,,,,,Integral Wave Technologies        
VOSS,,,,,,,,,VOSS        
Xeris Pharmaceuticals,,,,,,,,,Xeris Pharmaceuticals        
Savara Pharmaceuticals,,,,,,,,,Savara Pharmaceuticals        
Quest Discovery,,,,,,,,,Quest Discovery        
Genelabs Technologies,,,,,,,,,Genelabs Technologies        
"Orasi Medical, Inc.",,,,,,,,,"Orasi Medical, Inc.        "
eTelemetry,,,,,,,,,eTelemetry        
Venturepax,,,,,,,,,Venturepax        
Rapport,,,,,,,,,Rapport        
GeoEye,,,,,,,,,GeoEye        
Gridline Communications,,,,,,,,,Gridline Communications        
Claritics,,,,,,,,,Claritics        
Spotzot,,,,,,,,,Spotzot        
Bright Pattern,,,,,,,,,Bright Pattern        
Punchh,,,,,,,,,Punchh        
Witsbits,,,,,,,,,Witsbits        
Geni,,,,,,,,,Geni        
iSkoot,,,,,,,,,iSkoot        
BuddyTV,,,,,,,,,BuddyTV        
GreatCall,,,,,,,,,GreatCall        
Conduit Labs,,,,,,,,,Conduit Labs        
SocialMedia.com,,,,,,,,,SocialMedia.com        
Eons,,,,,,,,,Eons        
Compete,,,,,,,,,Compete        
Live Gamer,,,,,,,,,Live Gamer        
Handipoints,,,,,,,,,Handipoints        
Gridstone Research,,,,,,,,,Gridstone Research        
Skyrider,,,,,,,,,Skyrider        
Parascale,,,,,,,,,Parascale        
Vanu,,,,,,,,,Vanu        
Metaplace,,,,,,,,,Metaplace        
Nantero,,,,,,,,,Nantero        
RPX Corporation,,,,,,,,,RPX Corporation        
Silicon Clocks,,,,,,,,,Silicon Clocks        
One Season,,,,,,,,,One Season        
Home-Account,,,,,,,,,Home-Account        
Aveksa,,,,,,,,,Aveksa        
Glyde,,,,,,,,,Glyde        
CloudShare,,,,,,,,,CloudShare        
SpiderCloud Wireless,,,,,,,,,SpiderCloud Wireless        
Crossbeam Systems,,,,,,,,,Crossbeam Systems        
PeerPong,,,,,,,,,PeerPong        
M2Z Networks,,,,,,,,,M2Z Networks        
Picolight,,,,,,,,,Picolight        
Magnetic,,,,,,,,,Magnetic        
Secure Software,,,,,,,,,Secure Software        
mValent,,,,,,,,,mValent        
Performable,,,,,,,,,Performable        
OneLogin,,,,,,,,,OneLogin        
Honestly.com,,,,,,,,,Honestly.com        
Unsubscribe.com,,,,,,,,,Unsubscribe.com        
Altius Education,,,,,,,,,Altius Education        
Sensr.net,,,,,,,,,Sensr.net        
Storenvy,,,,,,,,,Storenvy        
Wanderfly,,,,,,,,,Wanderfly        
Open Mile,,,,,,,,,Open Mile        
Fiksu,,,,,,,,,Fiksu        
Chirply,,,,,,,,,Chirply        
Dailybreak Media,,,,,,,,,Dailybreak Media        
Adaptly,,,,,,,,,Adaptly        
aDealio,,,,,,,,,aDealio        
One Inc.,,,,,,,,,One Inc.        
Mashape,,,,,,,,,Mashape        
Verious,,,,,,,,,Verious        
Sincerely,,,,,,,,,Sincerely        
Mailbox,,,,,,,,,Mailbox        
Scan,,,,,,,,,Scan        
SessionM,,,,,,,,,SessionM        
Crushpath,,,,,,,,,Crushpath        
PokitDok,,,,,,,,,PokitDok        
Xamarin,,,,,,,,,Xamarin        
ToyTalk,,,,,,,,,ToyTalk        
InVisage Technologies,,,,,,,,,InVisage Technologies        
Cheers,,,,,,,,,Cheers        
Qubole,,,,,,,,,Qubole        
Pebble,,,,,,,,,Pebble        
Cotap,,,,,,,,,Cotap        
Disconnect,,,,,,,,,Disconnect        
Breakthrough Behavioral,,,,,,,,,Breakthrough Behavioral        
NoRedInk,,,,,,,,,NoRedInk        
Affinergy,,,,,,,,,Affinergy        
GeoIQ,,,,,,,,,GeoIQ        
Innovative Biosensors,,,,,,,,,Innovative Biosensors        
Twisted Pair Solutions,,,,,,,,,Twisted Pair Solutions        
StackSafe,,,,,,,,,StackSafe        
Ogmento,,,,,,,,,Ogmento        
APT Pharmaceuticals,,,,,,,,,APT Pharmaceuticals        
Corepair,,,,,,,,,Corepair        
Great Lakes Pharmaceuticals,,,,,,,,,Great Lakes Pharmaceuticals        
ScoreBig,,,,,,,,,ScoreBig        
NetDNA,,,,,,,,,NetDNA        
CampusBookRentals,,,,,,,,,CampusBookRentals        
Financial Guard,,,,,,,,,Financial Guard        
Baynote,,,,,,,,,Baynote        
newScale,,,,,,,,,newScale        
Pendo Systems,,,,,,,,,Pendo Systems        
Infoblox,,,,,,,,,Infoblox        
Affinity Solutions,,,,,,,,,Affinity Solutions        
WorthPoint,,,,,,,,,WorthPoint        
DynaPump,,,,,,,,,DynaPump        
Reality Mobile,,,,,,,,,Reality Mobile        
BlueArc,,,,,,,,,BlueArc        
MetaCarta,,,,,,,,,MetaCarta        
Panzura,,,,,,,,,Panzura        
Eleutian Technology,,,,,,,,,Eleutian Technology        
Serious Energy,,,,,,,,,Serious Energy        
Blitsy,,,,,,,,,Blitsy        
Zipments,,,,,,,,,Zipments        
Doochoo,,,,,,,,,Doochoo        
Purfresh,,,,,,,,,Purfresh        
Atieva,,,,,,,,,Atieva        
Chiral Quest,,,,,,,,,Chiral Quest        
Solargen Energy,,,,,,,,,Solargen Energy        
VisionShare,,,,,,,,,VisionShare        
Still River Systems,,,,,,,,,Still River Systems        
POINT Biomedical,,,,,,,,,POINT Biomedical        
OpGen,,,,,,,,,OpGen        
Mevion Medical Systems,,,,,,,,,Mevion Medical Systems        
Foundation Radiology Group,,,,,,,,,Foundation Radiology Group        
MedServe,,,,,,,,,MedServe        
afterBOT,,,,,,,,,afterBOT        
Regent Education,,,,,,,,,Regent Education        
Intechra Holdings,,,,,,,,,Intechra Holdings        
Laboratory Partners,,,,,,,,,Laboratory Partners        
Sanovia Corporation,,,,,,,,,Sanovia Corporation        
Acheive CCA,,,,,,,,,Acheive CCA        
HealthMedia,,,,,,,,,HealthMedia        
Chronicity,,,,,,,,,Chronicity        
NextImage Medical,,,,,,,,,NextImage Medical        
Mobile Armor,,,,,,,,,Mobile Armor        
Construction Software Technologies,,,,,,,,,Construction Software Technologies        
RAD Technologies,,,,,,,,,RAD Technologies        
Connecture,,,,,,,,,Connecture        
XLerant,,,,,,,,,XLerant        
HealthTeacher,,,,,,,,,HealthTeacher        
meQuilibrium,,,,,,,,,meQuilibrium        
StraighterLine,,,,,,,,,StraighterLine        
H2scan,,,,,,,,,H2scan        
Akermin,,,,,,,,,Akermin        
Primus Power,,,,,,,,,Primus Power        
Agilyx,,,,,,,,,Agilyx        
Health Catalyst,,,,,,,,,Health Catalyst        
Critical Media,,,,,,,,,Critical Media        
AFS Technologies,,,,,,,,,AFS Technologies        
Global Crossing,,,,,,,,,Global Crossing        
CashEdge,,,,,,,,,CashEdge        
AxioMed Spine,,,,,,,,,AxioMed Spine        
WorkFlex Solutions,,,,,,,,,WorkFlex Solutions        
Samplesaint,,,,,,,,,Samplesaint        
eMerge Health Solutions,,,,,,,,,eMerge Health Solutions        
Innovative Card Solutions,,,,,,,,,Innovative Card Solutions        
Ilesfay Technology Group,,,,,,,,,Ilesfay Technology Group        
Define My Style,,,,,,,,,Define My Style        
ChoreMonster,,,,,,,,,ChoreMonster        
ThinkVine,,,,,,,,,ThinkVine        
SimpleRegistry,,,,,,,,,SimpleRegistry        
StoreFlix,,,,,,,,,StoreFlix        
batterii,,,,,,,,,batterii        
Roadtrippers,,,,,,,,,Roadtrippers        
Semblee_,,,,,,,,,Semblee_        
Capstory,,,,,,,,,Capstory        
Ahalogy,,,,,,,,,Ahalogy        
Skinny Mom,,,,,,,,,Skinny Mom        
BlackbookHR,,,,,,,,,BlackbookHR        
Cloud Takeoff,,,,,,,,,Cloud Takeoff        
Clear Story Systems,,,,,,,,,Clear Story Systems        
Verimatrix,,,,,,,,,Verimatrix        
Voltage Security,,,,,,,,,Voltage Security        
Metara,,,,,,,,,Metara        
mpowerplayer,,,,,,,,,mpowerplayer        
"SquareLoop, Inc.",,,,,,,,,"SquareLoop, Inc.        "
WorkProducts,,,,,,,,,WorkProducts        
Innovative Biologics,,,,,,,,,Innovative Biologics        
LT Technologies,,,,,,,,,LT Technologies        
Ringio,,,,,,,,,Ringio        
SphynKx Therapeutics,,,,,,,,,SphynKx Therapeutics        
Xdynia,,,,,,,,,Xdynia        
Brazen Careerist,,,,,,,,,Brazen Careerist        
Sunnovations,,,,,,,,,Sunnovations        
Power Fingerprinting,,,,,,,,,Power Fingerprinting        
Veenome,,,,,,,,,Veenome        
Cont3nt.com,,,,,,,,,Cont3nt.com        
Introhive,,,,,,,,,Introhive        
Cirrus Works,,,,,,,,,Cirrus Works        
WealthForge,,,,,,,,,WealthForge        
EVS Glaucoma Therapeutics,,,,,,,,,EVS Glaucoma Therapeutics        
Fitnet,,,,,,,,,Fitnet        
Telx,,,,,,,,,Telx        
Houston Medical Robotics,,,,,,,,,Houston Medical Robotics        
shopkick,,,,,,,,,shopkick        
Buck,,,,,,,,,Buck        
Click Security,,,,,,,,,Click Security        
Ayasdi,,,,,,,,,Ayasdi        
Elance,,,,,,,,,Elance        
Primadesk,,,,,,,,,Primadesk        
Nukona,,,,,,,,,Nukona        
GrexIt,,,,,,,,,GrexIt        
Independa,,,,,,,,,Independa        
NexDx,,,,,,,,,NexDx        
Ignyta,,,,,,,,,Ignyta        
Digital Signal,,,,,,,,,Digital Signal        
MedCity News,,,,,,,,,MedCity News        
Aternity,,,,,,,,,Aternity        
cFares,,,,,,,,,cFares        
Moteiv,,,,,,,,,Moteiv        
SmartZip Analytics,,,,,,,,,SmartZip Analytics        
Sentilla,,,,,,,,,Sentilla        
Fluxion Biosciences,,,,,,,,,Fluxion Biosciences        
Roc2Loc,,,,,,,,,Roc2Loc        
TargetCast Networks,,,,,,,,,TargetCast Networks        
Clean Power Finance,,,,,,,,,Clean Power Finance        
Adura Technologies,,,,,,,,,Adura Technologies        
PropertyBridge,,,,,,,,,PropertyBridge        
Tibion Bionic Technologies,,,,,,,,,Tibion Bionic Technologies        
Natera,,,,,,,,,Natera        
GeneWeave Biosciences,,,,,,,,,GeneWeave Biosciences        
Genalyte,,,,,,,,,Genalyte        
Zipline Medical,,,,,,,,,Zipline Medical        
NuMedii,,,,,,,,,NuMedii        
MedVentive,,,,,,,,,MedVentive        
Aventura,,,,,,,,,Aventura        
StudioNow,,,,,,,,,StudioNow        
Entrada,,,,,,,,,Entrada        
Sientra,,,,,,,,,Sientra        
Ophthotech,,,,,,,,,Ophthotech        
Neomend,,,,,,,,,Neomend        
Achillion Pharmaceuticals,,,,,,,,,Achillion Pharmaceuticals        
TyRx Pharma,,,,,,,,,TyRx Pharma        
Red Karaoke,,,,,,,,,Red Karaoke        
PharmMD,,,,,,,,,PharmMD        
ONFocus Healthcare,,,,,,,,,ONFocus Healthcare        
NuScriptRx,,,,,,,,,NuScriptRx        
Catavolt,,,,,,,,,Catavolt        
RPM Sustainable Technologies,,,,,,,,,RPM Sustainable Technologies        
Skystream Markets,,,,,,,,,Skystream Markets        
Marrone Bio Innovations,,,,,,,,,Marrone Bio Innovations        
LumiGrow,,,,,,,,,LumiGrow        
Solutionary,,,,,,,,,Solutionary        
Entelos,,,,,,,,,Entelos        
Small World Labs,,,,,,,,,Small World Labs        
OwnEnergy,,,,,,,,,OwnEnergy        
CalStar Products,,,,,,,,,CalStar Products        
Space-Time Insight,,,,,,,,,Space-Time Insight        
Spock,,,,,,,,,Spock        
Vast,,,,,,,,,Vast        
Veodia,,,,,,,,,Veodia        
Six Degrees Games,,,,,,,,,Six Degrees Games        
Ankeena Networks,,,,,,,,,Ankeena Networks        
Apture,,,,,,,,,Apture        
DiVitas Networks,,,,,,,,,DiVitas Networks        
Geodelic Systems,,,,,,,,,Geodelic Systems        
Communicado,,,,,,,,,Communicado        
Syndera Corporation,,,,,,,,,Syndera Corporation        
Openbucks,,,,,,,,,Openbucks        
BitArmor Systems,,,,,,,,,BitArmor Systems        
Searchandise Commerce,,,,,,,,,Searchandise Commerce        
jellyfish,,,,,,,,,jellyfish        
Cleantech America,,,,,,,,,Cleantech America        
AdGent Digital,,,,,,,,,AdGent Digital        
Datacastle,,,,,,,,,Datacastle        
Piedmont Pharmaceuticals,,,,,,,,,Piedmont Pharmaceuticals        
Xumii,,,,,,,,,Xumii        
Pathway Therapeutics,,,,,,,,,Pathway Therapeutics        
Preferred Systems Solutions,,,,,,,,,Preferred Systems Solutions        
Schooner Information Technology,,,,,,,,,Schooner Information Technology        
Danotek Motion Technologies,,,,,,,,,Danotek Motion Technologies        
Auspex Pharmaceuticals,,,,,,,,,Auspex Pharmaceuticals        
SpikeSource,,,,,,,,,SpikeSource        
Tetraphase Pharmaceuticals,,,,,,,,,Tetraphase Pharmaceuticals        
Symwave,,,,,,,,,Symwave        
Untangle,,,,,,,,,Untangle        
Telsima,,,,,,,,,Telsima        
Visiogen,,,,,,,,,Visiogen        
InSound Medical,,,,,,,,,InSound Medical        
NuScale Power,,,,,,,,,NuScale Power        
Evolution Robotics,,,,,,,,,Evolution Robotics        
Superprotonic,,,,,,,,,Superprotonic        
Cnano Technology,,,,,,,,,Cnano Technology        
Netbooks,,,,,,,,,Netbooks        
Amitive,,,,,,,,,Amitive        
Strix Systems,,,,,,,,,Strix Systems        
Agility Design Solutions,,,,,,,,,Agility Design Solutions        
Triporati,,,,,,,,,Triporati        
Beautylish,,,,,,,,,Beautylish        
Zaarly,,,,,,,,,Zaarly        
TerraGo Technologies,,,,,,,,,TerraGo Technologies        
Aldagen,,,,,,,,,Aldagen        
Vital Sensors,,,,,,,,,Vital Sensors        
Revance Therapeutics,,,,,,,,,Revance Therapeutics        
ReelGenie,,,,,,,,,ReelGenie        
FonJax,,,,,,,,,FonJax        
SciAps,,,,,,,,,SciAps        
Omni-ID,,,,,,,,,Omni-ID        
BCKSTGR,,,,,,,,,BCKSTGR        
Relativity Media PL,,,,,,,,,Relativity Media PL        
Skillshare,,,,,,,,,Skillshare        
Quarterly,,,,,,,,,Quarterly        
Meddik,,,,,,,,,Meddik        
Rally.org,,,,,,,,,Rally.org        
Sherpaa,,,,,,,,,Sherpaa        
Upstart,,,,,,,,,Upstart        
MakeSpace,,,,,,,,,MakeSpace        
Affinity.com,,,,,,,,,Affinity.com        
Webs,,,,,,,,,Webs        
Turbine,,,,,,,,,Turbine        
Intelliworks,,,,,,,,,Intelliworks        
Rivermine Software,,,,,,,,,Rivermine Software        
Teliris,,,,,,,,,Teliris        
Approva,,,,,,,,,Approva        
Hatteras Networks,,,,,,,,,Hatteras Networks        
CCTV Wireless,,,,,,,,,CCTV Wireless        
Mobile Posse,,,,,,,,,Mobile Posse        
Kirusa,,,,,,,,,Kirusa        
Avolent,,,,,,,,,Avolent        
Brickstream,,,,,,,,,Brickstream        
mindSHIFT Technologies,,,,,,,,,mindSHIFT Technologies        
PanGo Networks,,,,,,,,,PanGo Networks        
Bloomspot,,,,,,,,,Bloomspot        
GlobalOne Group,,,,,,,,,GlobalOne Group        
Cloud Sherpas,,,,,,,,,Cloud Sherpas        
Near Infinity,,,,,,,,,Near Infinity        
IntelliBatt,,,,,,,,,IntelliBatt        
nuvoTV,,,,,,,,,nuvoTV        
Mandalay Sports Media (MSM),,,,,,,,,Mandalay Sports Media (MSM)        
Olapic,,,,,,,,,Olapic        
Travefy,,,,,,,,,Travefy        
ConXtech,,,,,,,,,ConXtech        
sentitO Networks,,,,,,,,,sentitO Networks        
Opsmatic,,,,,,,,,Opsmatic        
Rhapsody,,,,,,,,,Rhapsody        
Yola,,,,,,,,,Yola        
Flipboard,,,,,,,,,Flipboard        
Giant Realm,,,,,,,,,Giant Realm        
JiWire,,,,,,,,,JiWire        
Intellon Corporation,,,,,,,,,Intellon Corporation        
Jingle Networks,,,,,,,,,Jingle Networks        
Arroyo Video Solutions,,,,,,,,,Arroyo Video Solutions        
Catalog Spree,,,,,,,,,Catalog Spree        
Plum District,,,,,,,,,Plum District        
WhoSay,,,,,,,,,WhoSay        
Nebula,,,,,,,,,Nebula        
Tely Labs,,,,,,,,,Tely Labs        
Quad Learning,,,,,,,,,Quad Learning        
Maker's Row,,,,,,,,,Maker's Row        
Benu Networks,,,,,,,,,Benu Networks        
Reactor Inc.,,,,,,,,,Reactor Inc.        
Center'd,,,,,,,,,Center'd        
PlumChoice,,,,,,,,,PlumChoice        
Hyperion Therapeutics,,,,,,,,,Hyperion Therapeutics        
Harmony Information Systems,,,,,,,,,Harmony Information Systems        
ebridge,,,,,,,,,ebridge        
PlayFirst,,,,,,,,,PlayFirst        
WealthEngine,,,,,,,,,WealthEngine        
InnoPharma,,,,,,,,,InnoPharma        
Tagged,,,,,,,,,Tagged        
Mobiquity,,,,,,,,,Mobiquity        
WuXi AppTec,,,,,,,,,WuXi AppTec        
OwnerListens,,,,,,,,,OwnerListens        
Marqeta,,,,,,,,,Marqeta        
PatientsLikeMe,,,,,,,,,PatientsLikeMe        
Angstro,,,,,,,,,Angstro        
Nimbit,,,,,,,,,Nimbit        
InStream Media,,,,,,,,,InStream Media        
Tizor Systems,,,,,,,,,Tizor Systems        
Practically Green,,,,,,,,,Practically Green        
ParElastic,,,,,,,,,ParElastic        
AI Exchange,,,,,,,,,AI Exchange        
Collaborate.com,,,,,,,,,Collaborate.com        
SocMetrics,,,,,,,,,SocMetrics        
Scratch Wireless,,,,,,,,,Scratch Wireless        
ownCloud,,,,,,,,,ownCloud        
Disruptor Beam,,,,,,,,,Disruptor Beam        
Finalta,,,,,,,,,Finalta        
Passport Systems,,,,,,,,,Passport Systems        
Zinio,,,,,,,,,Zinio        
The Echo Nest,,,,,,,,,The Echo Nest        
expressor software,,,,,,,,,expressor software        
JazzD Markets,,,,,,,,,JazzD Markets        
Reval.com,,,,,,,,,Reval.com        
Carbon Design Systems,,,,,,,,,Carbon Design Systems        
Copanion,,,,,,,,,Copanion        
CRI Technologies,,,,,,,,,CRI Technologies        
BlueNote Networks,,,,,,,,,BlueNote Networks        
AccuRev,,,,,,,,,AccuRev        
StarGen,,,,,,,,,StarGen        
Direct Hit,,,,,,,,,Direct Hit        
Seniorlink,,,,,,,,,Seniorlink        
BitSight Technologies,,,,,,,,,BitSight Technologies        
Affinity Circles,,,,,,,,,Affinity Circles        
Mixercast,,,,,,,,,Mixercast        
Ad Infuse,,,,,,,,,Ad Infuse        
Pano Logic,,,,,,,,,Pano Logic        
OpVista,,,,,,,,,OpVista        
Alana HealthCare,,,,,,,,,Alana HealthCare        
Cartera Commerce,,,,,,,,,Cartera Commerce        
Karmaloop,,,,,,,,,Karmaloop        
REMOTV,,,,,,,,,REMOTV        
Continuity Engine,,,,,,,,,Continuity Engine        
Retail Optimization,,,,,,,,,Retail Optimization        
LegiTime Technologies,,,,,,,,,LegiTime Technologies        
Affomix Corporation,,,,,,,,,Affomix Corporation        
CYA Technologies,,,,,,,,,CYA Technologies        
Metagenomix,,,,,,,,,Metagenomix        
Axerion Therapeutics,,,,,,,,,Axerion Therapeutics        
FMP Products,,,,,,,,,FMP Products        
Sustainable Real Estate Solutions,,,,,,,,,Sustainable Real Estate Solutions        
Affinimark Technologies,,,,,,,,,Affinimark Technologies        
Mira Dx,,,,,,,,,Mira Dx        
Weston Software,,,,,,,,,Weston Software        
Intelligent Clearing Network,,,,,,,,,Intelligent Clearing Network        
Innovatient Solutions,,,,,,,,,Innovatient Solutions        
Oxford Performance Materials,,,,,,,,,Oxford Performance Materials        
Thetis Pharmaceuticals,,,,,,,,,Thetis Pharmaceuticals        
iDevices,,,,,,,,,iDevices        
Queralt,,,,,,,,,Queralt        
Umbie Health,,,,,,,,,Umbie Health        
MedAdherence,,,,,,,,,MedAdherence        
C8 Sciences,,,,,,,,,C8 Sciences        
Axiom Education,,,,,,,,,Axiom Education        
Andrews Consulting Group,,,,,,,,,Andrews Consulting Group        
"deets, Inc.",,,,,,,,,"deets, Inc.        "
Lean Launch Ventures,,,,,,,,,Lean Launch Ventures        
MediaCrossing Inc.,,,,,,,,,MediaCrossing Inc.        
eBrevia,,,,,,,,,eBrevia        
NXT-ID,,,,,,,,,NXT-ID        
CyVek,,,,,,,,,CyVek        
Shizzlr,,,,,,,,,Shizzlr        
Ancera,,,,,,,,,Ancera        
ReadyDock,,,,,,,,,ReadyDock        
ZetrOZ,,,,,,,,,ZetrOZ        
