company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_name,investor_region,funding_round_type,metric
Senergen Devices,,,,,,,,,Senergen Devices        
Flow Search Corporation,,,,,,,,,Flow Search Corporation        
Fruition Partners,,,,,,,,,Fruition Partners        
Nixon,,,,,,,,,Nixon        
ClearMomentum,,,,,,,,,ClearMomentum        
Tigerstripe,,,,,,,,,Tigerstripe        
Equivalent DATA,,,,,,,,,Equivalent DATA        
Brightergy,,,,,,,,,Brightergy        
Fluid Entertainment,,,,,,,,,Fluid Entertainment        
BlueStripe Software,,,,,,,,,BlueStripe Software        
Endeka Group,,,,,,,,,Endeka Group        
DotLoop,,,,,,,,,DotLoop        
NextGreatPlace,,,,,,,,,NextGreatPlace        
Citrix Online,,,,,,,,,Citrix Online        
Nvidia,,,,,,,,,Nvidia        
Kaiam,,,,,,,,,Kaiam        
iZ3D,,,,,,,,,iZ3D        
Luxera,,,,,,,,,Luxera        
InVasc Therapeutics,,,,,,,,,InVasc Therapeutics        
Bountysource,,,,,,,,,Bountysource        
BCR Environmental,,,,,,,,,BCR Environmental        
Maya's Mom,,,,,,,,,Maya's Mom        
Datacraft Solutions,,,,,,,,,Datacraft Solutions        
"Remixation, Inc.",,,,,,,,,"Remixation, Inc.        "
Infectious,,,,,,,,,Infectious        
Syncplicity,,,,,,,,,Syncplicity        
LoopFuse,,,,,,,,,LoopFuse        
Sponge,,,,,,,,,Sponge        
HeadCase Humanufacturing,,,,,,,,,HeadCase Humanufacturing        
Nodeable,,,,,,,,,Nodeable        
Bandcamp,,,,,,,,,Bandcamp        
FamilyLink,,,,,,,,,FamilyLink        
Virtify,,,,,,,,,Virtify        
Sonexis Technology,,,,,,,,,Sonexis Technology        
Terabitz,,,,,,,,,Terabitz        
Howcast,,,,,,,,,Howcast        
Mahoot Games,,,,,,,,,Mahoot Games        
Anametrix,,,,,,,,,Anametrix        
Limeade,,,,,,,,,Limeade        
Levels Beyond,,,,,,,,,Levels Beyond        
iNeoMarketing,,,,,,,,,iNeoMarketing        
avVenta,,,,,,,,,avVenta        
Acumentrics,,,,,,,,,Acumentrics        
Honeywell,,,,,,,,,Honeywell        
Whirlpool,,,,,,,,,Whirlpool        
Ocean Renewable Power Company,,,,,,,,,Ocean Renewable Power Company        
KSE,,,,,,,,,KSE        
Giner Electrochemical Systems,,,,,,,,,Giner Electrochemical Systems        
Varian Semiconductor Equipment Associates,,,,,,,,,Varian Semiconductor Equipment Associates        
Veeco Instruments,,,,,,,,,Veeco Instruments        
Infinium Metals,,,,,,,,,Infinium Metals        
Solectria Renewables,,,,,,,,,Solectria Renewables        
ThermoEnergy,,,,,,,,,ThermoEnergy        
ITN Energy Systems,,,,,,,,,ITN Energy Systems        
Radiation Monitoring Devices,,,,,,,,,Radiation Monitoring Devices        
Emulation and Verification Engineering,,,,,,,,,Emulation and Verification Engineering        
Mission Research,,,,,,,,,Mission Research        
DuckDuckGo,,,,,,,,,DuckDuckGo        
Behance,,,,,,,,,Behance        
SensGard,,,,,,,,,SensGard        
Bradford Networks,,,,,,,,,Bradford Networks        
Nimaya,,,,,,,,,Nimaya        
Jobs2Web,,,,,,,,,Jobs2Web        
Bridge Energy Group,,,,,,,,,Bridge Energy Group        
Collective Bias,,,,,,,,,Collective Bias        
TeleFlip,,,,,,,,,TeleFlip        
Skyline Financial,,,,,,,,,Skyline Financial        
PodTech,,,,,,,,,PodTech        
National Banana,,,,,,,,,National Banana        
Gamook,,,,,,,,,Gamook        
Savings.com,,,,,,,,,Savings.com        
Trusteer,,,,,,,,,Trusteer        
Total Beauty Media,,,,,,,,,Total Beauty Media        
Factery,,,,,,,,,Factery        
Winster,,,,,,,,,Winster        
SocialShield,,,,,,,,,SocialShield        
Victrio,,,,,,,,,Victrio        
Wayin,,,,,,,,,Wayin        
Pesco-Beam Environmental Solutions,,,,,,,,,Pesco-Beam Environmental Solutions        
PictureMe Universe,,,,,,,,,PictureMe Universe        
Guestmob,,,,,,,,,Guestmob        
NetSpark,,,,,,,,,NetSpark        
Geomagic,,,,,,,,,Geomagic        
MiserWare,,,,,,,,,MiserWare        
WellAWARE Systems,,,,,,,,,WellAWARE Systems        
Verical,,,,,,,,,Verical        
ShopSocially,,,,,,,,,ShopSocially        
App47,,,,,,,,,App47        
Vistar Media,,,,,,,,,Vistar Media        
Universal Robotics,,,,,,,,,Universal Robotics        
Boundless Geo,,,,,,,,,Boundless Geo        
Datran Media,,,,,,,,,Datran Media        
bluepulse,,,,,,,,,bluepulse        
Masala,,,,,,,,,Masala        
Allvoices,,,,,,,,,Allvoices        
Grocery Shopping Network,,,,,,,,,Grocery Shopping Network        
3Guppies,,,,,,,,,3Guppies        
Trading Metrics,,,,,,,,,Trading Metrics        
Allocade,,,,,,,,,Allocade        
Oxford Semiconductor,,,,,,,,,Oxford Semiconductor        
ByteLight,,,,,,,,,ByteLight        
MOLI,,,,,,,,,MOLI        
ImmusanT,,,,,,,,,ImmusanT        
Rewardable,,,,,,,,,Rewardable        
TrustCloud,,,,,,,,,TrustCloud        
Ticket Cake,,,,,,,,,Ticket Cake        
Rolltech,,,,,,,,,Rolltech        
Teamly,,,,,,,,,Teamly        
Wildfang,,,,,,,,,Wildfang        
Fandeavor,,,,,,,,,Fandeavor        
Fluencr,,,,,,,,,Fluencr        
Marquiss Wind Power,,,,,,,,,Marquiss Wind Power        
SlideShare,,,,,,,,,SlideShare        
Tapioca Mobile,,,,,,,,,Tapioca Mobile        
Aha Mobile,,,,,,,,,Aha Mobile        
eIQnetworks,,,,,,,,,eIQnetworks        
Neurocrine Biosciences,,,,,,,,,Neurocrine Biosciences        
A la Mobile,,,,,,,,,A la Mobile        
Chelsea Therapeutics International,,,,,,,,,Chelsea Therapeutics International        
Grand Rounds,,,,,,,,,Grand Rounds        
9SLIDES,,,,,,,,,9SLIDES        
Vator.TV,,,,,,,,,Vator.TV        
Silatronix,,,,,,,,,Silatronix        
Tissue Regeneration Systems,,,,,,,,,Tissue Regeneration Systems        
Coda Payments,,,,,,,,,Coda Payments        
Crederity,,,,,,,,,Crederity        
Mangia,,,,,,,,,Mangia        
GuestSpan,,,,,,,,,GuestSpan        
RUN,,,,,,,,,RUN        
Vtrim,,,,,,,,,Vtrim        
TruMarx Data Partners,,,,,,,,,TruMarx Data Partners        
Logical Choice Technologies,,,,,,,,,Logical Choice Technologies        
LOOKSIMA,,,,,,,,,LOOKSIMA        
SportsMEDIA Technology,,,,,,,,,SportsMEDIA Technology        
Matchmove Games,,,,,,,,,Matchmove Games        
Think Finance,,,,,,,,,Think Finance        
Textbroker,,,,,,,,,Textbroker        
Mixaloo,,,,,,,,,Mixaloo        
Kluster,,,,,,,,,Kluster        
Insight Guru,,,,,,,,,Insight Guru        
JobApp Network,,,,,,,,,JobApp Network        
cVidya,,,,,,,,,cVidya        
Velti,,,,,,,,,Velti        
Rivanna Medical,,,,,,,,,Rivanna Medical        
Thinkspeed,,,,,,,,,Thinkspeed        
"Game Trading technologies, Inc.",,,,,,,,,"Game Trading technologies, Inc.        "
Indow Windows,,,,,,,,,Indow Windows        
Solavista,,,,,,,,,Solavista        
Altos Design Automation,,,,,,,,,Altos Design Automation        
Clinverse,,,,,,,,,Clinverse        
Sagent Pharmaceuticals,,,,,,,,,Sagent Pharmaceuticals        
Sundrop Mobile,,,,,,,,,Sundrop Mobile        
InToTally,,,,,,,,,InToTally        
Jibe Mobile,,,,,,,,,Jibe Mobile        
GonnaBe,,,,,,,,,GonnaBe        
G5,,,,,,,,,G5        
GlobalTranz,,,,,,,,,GlobalTranz        
Flatsourcing,,,,,,,,,Flatsourcing        
Jackson Square Group,,,,,,,,,Jackson Square Group        
AboutUs.org,,,,,,,,,AboutUs.org        
Attenex,,,,,,,,,Attenex        
Medify,,,,,,,,,Medify        
Athena Feminine Technologies,,,,,,,,,Athena Feminine Technologies        
Zonder,,,,,,,,,Zonder        
Eccentex Corporation,,,,,,,,,Eccentex Corporation        
Relativity Technologies,,,,,,,,,Relativity Technologies        
Comedy.com,,,,,,,,,Comedy.com        
Telekenex,,,,,,,,,Telekenex        
DeciZium,,,,,,,,,DeciZium        
Competitive Power Ventures,,,,,,,,,Competitive Power Ventures        
Kontron,,,,,,,,,Kontron        
Evidon,,,,,,,,,Evidon        
Ceres,,,,,,,,,Ceres        
TradeCard,,,,,,,,,TradeCard        
PI Corporation,,,,,,,,,PI Corporation        
Zetera,,,,,,,,,Zetera        
eCert,,,,,,,,,eCert        
InComm,,,,,,,,,InComm        
Vsnap,,,,,,,,,Vsnap        
Tout'd,,,,,,,,,Tout'd        
Access MediQuip,,,,,,,,,Access MediQuip        
CCBR-SYNARC,,,,,,,,,CCBR-SYNARC        
DRC Computer,,,,,,,,,DRC Computer        
TapSense,,,,,,,,,TapSense        
Everwise,,,,,,,,,Everwise        
Hangtime,,,,,,,,,Hangtime        
24/7 Card,,,,,,,,,24/7 Card        
LiveLoop,,,,,,,,,LiveLoop        
Zanbato,,,,,,,,,Zanbato        
Treventis,,,,,,,,,Treventis        
Softgate Systems,,,,,,,,,Softgate Systems        
CoMentis,,,,,,,,,CoMentis        
CDC Software,,,,,,,,,CDC Software        
Hillerich & Bradsby,,,,,,,,,Hillerich & Bradsby        
GlySens,,,,,,,,,GlySens        
Jun Group,,,,,,,,,Jun Group        
Target Data,,,,,,,,,Target Data        
Navigating Cancer,,,,,,,,,Navigating Cancer        
Xenon Arc,,,,,,,,,Xenon Arc        
Digital Intelligence Systems,,,,,,,,,Digital Intelligence Systems        
SMITH (formerly Ascentium),,,,,,,,,SMITH (formerly Ascentium)        
OneNeck IT Services,,,,,,,,,OneNeck IT Services        
Epiphany,,,,,,,,,Epiphany        
Sophono,,,,,,,,,Sophono        
ChronoWake,,,,,,,,,ChronoWake        
NovaRay Medical,,,,,,,,,NovaRay Medical        
Certpoint Systems,,,,,,,,,Certpoint Systems        
Fiberspar,,,,,,,,,Fiberspar        
OfficeDrop,,,,,,,,,OfficeDrop        
Full Circle CRM,,,,,,,,,Full Circle CRM        
Think Big Analytics,,,,,,,,,Think Big Analytics        
CompuPay,,,,,,,,,CompuPay        
Mobile Roadie,,,,,,,,,Mobile Roadie        
SumZero,,,,,,,,,SumZero        
Hukkster,,,,,,,,,Hukkster        
BitInstant,,,,,,,,,BitInstant        
Emergent Labs,,,,,,,,,Emergent Labs        
SOLOMO Technology,,,,,,,,,SOLOMO Technology        
Proxio,,,,,,,,,Proxio        
BiTMICRO Networks Inc,,,,,,,,,BiTMICRO Networks Inc        
Foss Manufacturing Company,,,,,,,,,Foss Manufacturing Company        
Cogenics,,,,,,,,,Cogenics        
CellScape,,,,,,,,,CellScape        
Breezeworks,,,,,,,,,Breezeworks        
DropThought,,,,,,,,,DropThought        
Radio Waves,,,,,,,,,Radio Waves        
BlazeMeter,,,,,,,,,BlazeMeter        
NeoMedia Technologies,,,,,,,,,NeoMedia Technologies        
O-Web Technologies,,,,,,,,,O-Web Technologies        
NewsBasis,,,,,,,,,NewsBasis        
BrandYourself,,,,,,,,,BrandYourself        
Paperlit,,,,,,,,,Paperlit        
Atooma,,,,,,,,,Atooma        
Certify Data Systems,,,,,,,,,Certify Data Systems        
OrthoSensor,,,,,,,,,OrthoSensor        
MWI,,,,,,,,,MWI        
Data Impact,,,,,,,,,Data Impact        
Coupeez Inc.,,,,,,,,,Coupeez Inc.        
BizeeBee,,,,,,,,,BizeeBee        
SupportLocal,,,,,,,,,SupportLocal        
Flashnotes,,,,,,,,,Flashnotes        
Devtap,,,,,,,,,Devtap        
Dogster,,,,,,,,,Dogster        
NaturalPath Media,,,,,,,,,NaturalPath Media        
Buffer,,,,,,,,,Buffer        
Talentag,,,,,,,,,Talentag        
Weekdone,,,,,,,,,Weekdone        
SocialBuy,,,,,,,,,SocialBuy        
Hoppit,,,,,,,,,Hoppit        
Kurani Interactive,,,,,,,,,Kurani Interactive        
Days of Wonder,,,,,,,,,Days of Wonder        
Parakweet,,,,,,,,,Parakweet        
Have to Have,,,,,,,,,Have to Have        
CrowdPC,,,,,,,,,CrowdPC        
Yidio,,,,,,,,,Yidio        
MUBI,,,,,,,,,MUBI        
Image Socket,,,,,,,,,Image Socket        
CarDomain Network,,,,,,,,,CarDomain Network        
Noovo,,,,,,,,,Noovo        
1World Online,,,,,,,,,1World Online        
Callision,,,,,,,,,Callision        
NodePrime,,,,,,,,,NodePrime        
NextPrinciples,,,,,,,,,NextPrinciples        
Slime Sandwich,,,,,,,,,Slime Sandwich        
Selvz,,,,,,,,,Selvz        
SocialGuide,,,,,,,,,SocialGuide        
Greekdrop,,,,,,,,,Greekdrop        
Crowdzu,,,,,,,,,Crowdzu        
Airship Ventures,,,,,,,,,Airship Ventures        
InfoScout,,,,,,,,,InfoScout        
Eponym,,,,,,,,,Eponym        
Kimerick Technologies,,,,,,,,,Kimerick Technologies        
TheBankCloud,,,,,,,,,TheBankCloud        
Hello! Messenger,,,,,,,,,Hello! Messenger        
Zapproved,,,,,,,,,Zapproved        
CreditPing.com,,,,,,,,,CreditPing.com        
REVENTIVE,,,,,,,,,REVENTIVE        
Spacebar,,,,,,,,,Spacebar        
Ombu,,,,,,,,,Ombu        
Path101,,,,,,,,,Path101        
Fileblaze,,,,,,,,,Fileblaze        
UpMo,,,,,,,,,UpMo        
lensgen,,,,,,,,,lensgen        
Fair Observer,,,,,,,,,Fair Observer        
Likelii,,,,,,,,,Likelii        
Social Bicycles,,,,,,,,,Social Bicycles        
Dympol,,,,,,,,,Dympol        
ScanDigital,,,,,,,,,ScanDigital        
ShadesCases inc.,,,,,,,,,ShadesCases inc.        
Tasted Menu,,,,,,,,,Tasted Menu        
Involution Studios,,,,,,,,,Involution Studios        
Rocketboom,,,,,,,,,Rocketboom        
Compute,,,,,,,,,Compute        
Banyan Branch,,,,,,,,,Banyan Branch        
SendMeHome.com,,,,,,,,,SendMeHome.com        
Quilt,,,,,,,,,Quilt        
Drync,,,,,,,,,Drync        
beModel,,,,,,,,,beModel        
YesVideo,,,,,,,,,YesVideo        
BizXchange,,,,,,,,,BizXchange        
Calm,,,,,,,,,Calm        
Habit Labs,,,,,,,,,Habit Labs        
Dormzy,,,,,,,,,Dormzy        
MarcoPolo Learning,,,,,,,,,MarcoPolo Learning        
Clickst,,,,,,,,,Clickst        
Sharetivity,,,,,,,,,Sharetivity        
Dynamo Media,,,,,,,,,Dynamo Media        
Triples Media,,,,,,,,,Triples Media        
The Lions,,,,,,,,,The Lions        
Matatena Games,,,,,,,,,Matatena Games        
SLIC games,,,,,,,,,SLIC games        
The Mad Video,,,,,,,,,The Mad Video        
Best Apps Market,,,,,,,,,Best Apps Market        
BetterDoctor,,,,,,,,,BetterDoctor        
Bizness Apps,,,,,,,,,Bizness Apps        
Vertical Brands,,,,,,,,,Vertical Brands        
Soshowise,,,,,,,,,Soshowise        
Solmentum,,,,,,,,,Solmentum        
GoLive! Mobile,,,,,,,,,GoLive! Mobile        
Airpush,,,,,,,,,Airpush        
Feathr,,,,,,,,,Feathr        
Kormeli,,,,,,,,,Kormeli        
BiteHunter,,,,,,,,,BiteHunter        
Mogad,,,,,,,,,Mogad        
Yamli,,,,,,,,,Yamli        
Feedjit,,,,,,,,,Feedjit        
Ohm Universe,,,,,,,,,Ohm Universe        
The Smart Baker,,,,,,,,,The Smart Baker        
PredPol,,,,,,,,,PredPol        
Thwapr,,,,,,,,,Thwapr        
Academic Earth,,,,,,,,,Academic Earth        
IvyDate,,,,,,,,,IvyDate        
Endurance Lending Network,,,,,,,,,Endurance Lending Network        
MOWGLI,,,,,,,,,MOWGLI        
GOOD,,,,,,,,,GOOD        
Cozi,,,,,,,,,Cozi        
Slate Science,,,,,,,,,Slate Science        
Tytanium Ideas,,,,,,,,,Tytanium Ideas        
Feedtrace,,,,,,,,,Feedtrace        
SwapMob,,,,,,,,,SwapMob        
MOVL,,,,,,,,,MOVL        
Epy.io,,,,,,,,,Epy.io        
GlobeIn,,,,,,,,,GlobeIn        
CaroGen,,,,,,,,,CaroGen        
Ignite Game Technologies,,,,,,,,,Ignite Game Technologies        
DeepRockDrive,,,,,,,,,DeepRockDrive        
SurveyGizmo,,,,,,,,,SurveyGizmo        
Lokalite,,,,,,,,,Lokalite        
Egghead Interactive,,,,,,,,,Egghead Interactive        
YippeeO Internet Marketing Solutions,,,,,,,,,YippeeO Internet Marketing Solutions        
MeetCute,,,,,,,,,MeetCute        
Mavizon,,,,,,,,,Mavizon        
SimpleHoney,,,,,,,,,SimpleHoney        
Coro Health,,,,,,,,,Coro Health        
Gamgee,,,,,,,,,Gamgee        
PlayMotion,,,,,,,,,PlayMotion        
HEXIO,,,,,,,,,HEXIO        
Snooth Media,,,,,,,,,Snooth Media        
deja mi INC,,,,,,,,,deja mi INC        
Babberly,,,,,,,,,Babberly        
FFFavs,,,,,,,,,FFFavs        
DNA Guide,,,,,,,,,DNA Guide        
First To File,,,,,,,,,First To File        
Crowd Technologies,,,,,,,,,Crowd Technologies        
Merchant Exchange,,,,,,,,,Merchant Exchange        
Savvy Cellar Wines,,,,,,,,,Savvy Cellar Wines        
YouWeb,,,,,,,,,YouWeb        
BPG-Motors,,,,,,,,,BPG-Motors        
Cumulux,,,,,,,,,Cumulux        
Mobiplex,,,,,,,,,Mobiplex        
MyOtherDrive,,,,,,,,,MyOtherDrive        
Everest,,,,,,,,,Everest        
Covercake,,,,,,,,,Covercake        
BucketFeet,,,,,,,,,BucketFeet        
Geeklist,,,,,,,,,Geeklist        
SquareHub,,,,,,,,,SquareHub        
TermSync,,,,,,,,,TermSync        
Bring Light,,,,,,,,,Bring Light        
lifeIO,,,,,,,,,lifeIO        
BuzzVote,,,,,,,,,BuzzVote        
Galavantier,,,,,,,,,Galavantier        
iSpot.tv,,,,,,,,,iSpot.tv        
Confer,,,,,,,,,Confer        
Find That File,,,,,,,,,Find That File        
MobPanel,,,,,,,,,MobPanel        
KISSmetrics,,,,,,,,,KISSmetrics        
Real Food Works,,,,,,,,,Real Food Works        
New York Times,,,,,,,,,New York Times        
Quantason,,,,,,,,,Quantason        
BoomBotix,,,,,,,,,BoomBotix        
IonLogix Systems,,,,,,,,,IonLogix Systems        
Spare Backup,,,,,,,,,Spare Backup        
Media Lantern,,,,,,,,,Media Lantern        
ShopSquad/Ownza,,,,,,,,,ShopSquad/Ownza        
Crimson Hexagon,,,,,,,,,Crimson Hexagon        
Muchness,,,,,,,,,Muchness        
EagerPanda,,,,,,,,,EagerPanda        
Kickserv,,,,,,,,,Kickserv        
nCino,,,,,,,,,nCino        
myEnergyPlatform.com,,,,,,,,,myEnergyPlatform.com        
HouseTab,,,,,,,,,HouseTab        
Plasmon,,,,,,,,,Plasmon        
Save On Medical,,,,,,,,,Save On Medical        
Gaston Labs,,,,,,,,,Gaston Labs        
Classiphix,,,,,,,,,Classiphix        
ExpertFlyer,,,,,,,,,ExpertFlyer        
Spot formerly PlacePop,,,,,,,,,Spot formerly PlacePop        
CheckInPage,,,,,,,,,CheckInPage        
PeopLease,,,,,,,,,PeopLease        
TextualAds,,,,,,,,,TextualAds        
AppJet,,,,,,,,,AppJet        
Motion Math,,,,,,,,,Motion Math        
HydroBuilder.com,,,,,,,,,HydroBuilder.com        
Wappwolf,,,,,,,,,Wappwolf        
Kairos,,,,,,,,,Kairos        
Weathermob,,,,,,,,,Weathermob        
JackPot Rewards,,,,,,,,,JackPot Rewards        
takokat,,,,,,,,,takokat        
whereIstand.com,,,,,,,,,whereIstand.com        
Big Live,,,,,,,,,Big Live        
Kijubi,,,,,,,,,Kijubi        
Saltlick Labs,,,,,,,,,Saltlick Labs        
CREOpoint,,,,,,,,,CREOpoint        
UniversityLyfe,,,,,,,,,UniversityLyfe        
MusicSiren,,,,,,,,,MusicSiren        
CrossWorld Warranty,,,,,,,,,CrossWorld Warranty        
TEAM INTERVAL,,,,,,,,,TEAM INTERVAL        
SnowGate,,,,,,,,,SnowGate        
Furnsh,,,,,,,,,Furnsh        
Tubaloo,,,,,,,,,Tubaloo        
Cazoomi,,,,,,,,,Cazoomi        
Mimoco,,,,,,,,,Mimoco        
PhoneTell,,,,,,,,,PhoneTell        
CitySourced,,,,,,,,,CitySourced        
Gamify,,,,,,,,,Gamify        
Iterasi,,,,,,,,,Iterasi        
my4oneone,,,,,,,,,my4oneone        
GoSave,,,,,,,,,GoSave        
aroundtheway,,,,,,,,,aroundtheway        
MemberPlanet,,,,,,,,,MemberPlanet        
Higgle,,,,,,,,,Higgle        
IfOnly,,,,,,,,,IfOnly        
Rant Media Network LLC,,,,,,,,,Rant Media Network LLC        
Scoot Networks,,,,,,,,,Scoot Networks        
EvntLive,,,,,,,,,EvntLive        
Road Hero,,,,,,,,,Road Hero        
64 Pixels,,,,,,,,,64 Pixels        
Browserling,,,,,,,,,Browserling        
Omaze,,,,,,,,,Omaze        
HireAHelper,,,,,,,,,HireAHelper        
Savveo,,,,,,,,,Savveo        
SureSpeak,,,,,,,,,SureSpeak        
Reverb.com,,,,,,,,,Reverb.com        
Minneapolis Biomass Exchange,,,,,,,,,Minneapolis Biomass Exchange        
Conjecta,,,,,,,,,Conjecta        
Conference Hound,,,,,,,,,Conference Hound        
Recognition PRO,,,,,,,,,Recognition PRO        
Binfire,,,,,,,,,Binfire        
Realty Mogul,,,,,,,,,Realty Mogul        
KoldCast Entertainment Media,,,,,,,,,KoldCast Entertainment Media        
GetFresh,,,,,,,,,GetFresh        
Advanced Marketing & Media Group,,,,,,,,,Advanced Marketing & Media Group        
AdNectar,,,,,,,,,AdNectar        
Dragonfly,,,,,,,,,Dragonfly        
GameChanger Media,,,,,,,,,GameChanger Media        
Flint and Tinder,,,,,,,,,Flint and Tinder        
ID.me,,,,,,,,,ID.me        
Tenaxis Medical,,,,,,,,,Tenaxis Medical        
Presage Biosciences,,,,,,,,,Presage Biosciences        
SeatMe,,,,,,,,,SeatMe        
People to Remember,,,,,,,,,People to Remember        
"GLIIF, LLC",,,,,,,,,"GLIIF, LLC        "
ProspectNow,,,,,,,,,ProspectNow        
Synergy Hub,,,,,,,,,Synergy Hub        
Cliqset,,,,,,,,,Cliqset        
DailyDigital,,,,,,,,,DailyDigital        
Scratch Hard,,,,,,,,,Scratch Hard        
DateMyFamily.com,,,,,,,,,DateMyFamily.com        
CallFire,,,,,,,,,CallFire        
Orby,,,,,,,,,Orby        
Late Nite Labs,,,,,,,,,Late Nite Labs        
Faves,,,,,,,,,Faves        
SeerGate,,,,,,,,,SeerGate        
SpotOn,,,,,,,,,SpotOn        
OpenLabel,,,,,,,,,OpenLabel        
Stillwater Supercomputing,,,,,,,,,Stillwater Supercomputing        
iPawn,,,,,,,,,iPawn        
PolySuite,,,,,,,,,PolySuite        
Salad Labs,,,,,,,,,Salad Labs        
The African Store,,,,,,,,,The African Store        
ArthroCAD,,,,,,,,,ArthroCAD        
Tripeese,,,,,,,,,Tripeese        
Walk Score,,,,,,,,,Walk Score        
Contract Room,,,,,,,,,Contract Room        
BrandFiesta,,,,,,,,,BrandFiesta        
